comment,channel,video_url,comment_en,sentiment
Amen ❤❤,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Amen ❤❤,positive
Chain occupied Nepal teroteri video chayo😊😅😊,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Chain occupied Nepal teroteri video chayo😊😅😊,positive
Chain occupied Nepal teroteri video chayo😊😅😊😢,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Chain occupied Nepal teroteri video chayo😊😅😊😢,negative
Border size don't matter. Only those countries which can't progress are always involved in these silly matters like border disputes. Many countries like Singapore don't think take part in these stupid things. We should always head towards development not in conflicts and disputes.,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Border size don't matter. Only those countries which can't progress are always involved in these silly matters like border disputes. Many countries like Singapore don't think take part in these stupid things. We should always head towards development not in conflicts and disputes.,negative
"बालेन/RSP को झोला बोक्नु एमाले/नेकपा/कङ्रेस को झोला बोक्नु एकै हो! 
जिब्रो चिप्लियो/संसद मा जदा अगि homework पुगेन/ मैले जे भनेनी फरक पर्दैन भन्ने भ्रम भयो/सल्लाहकार गतिलो भयन भन्नुको साटो ""बालेनको कुटनीति/चाल"" भन्ने झोले हरु ले भोलि बालेनले बाटोमा हग्दियो भनेनी ""बालेनको चाल"" भनाओ है। हुन त सोच्नलाई दिमाख नि चाइन्छ अरुले जे भनेनी होहो भनेर भेडा ताल मा दौडिन सजिलो हुन्छ/ दिमाख चाइन्न। 

म: बालेनको समर्थक, तर कमि कमजोरी लाई नराम्रो भयो भन्ने मान्छे। म उसलाई भगवान मान्दिन, सामान्य मान्छे हो र केहि  कमि कमजोरी सबैबाट हुन्छ।",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Carrying the bag of Balen/RSP is the same as carrying the bag of UML/NCPA/Congress! 
Tongue slipped/didn't get enough homework in Parliament/got the illusion that whatever I said doesn't matter/consultant was quick instead of saying ""Balen's diplomacy/move"" say ""Balen's move"" if Balen hit the road tomorrow. However, it is easy to run in the lake of sheep thinking that what others say is not necessary for thinking. 

Me: Balen's supporter, but a man who says weakness is worse. I don't consider him a god, just a normal person and something",negative
Balen Dai Multi talented Hunuxaa Taivyera Table Talk gari A To Z Kura ko Investigation Gari Problem Slove garnu ko lagi Boleako hunuxaa Jay Nepal Jay Gorkhali 🇳🇵🇳🇵🇳🇵🇳🇵,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Balen Dai Multi talented Hunuxaa Taivyera Table Talk gari A To Z Kura ko Investigation Gari Problem Slove garnu ko lagi Boleako hunuxaa Jay Nepal Jay Gorkhali 🇳🇵🇳🇵🇳🇵🇳🇵,neutral
Aba yesto ma ni f people support him then they were just for vibes..,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Aba yesto ma ni f people support him then they were just for vibes..,negative
Ahiley samma ko itihaas ma duniya kun chai desh ley bhaneko xa officially govt ley parliament bata hamiley pani ximekki desh ko jamin micheko xau vanera. 😅😅 rw testo aafnai khuttama bancharo hanney kura ley kaslaai faaida puraauxa ??  jholey haru ley saayad research garxan awa yesmaa,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Ahiley samma ko itihaas ma duniya kun chai desh ley bhaneko xa officially govt ley parliament bata hamiley pani ximekki desh ko jamin micheko xau vanera. 😅😅 rw testo aafnai khuttama bancharo hanney kura ley kaslaai faaida puraauxa ??  Jholey haru ley saayad research garxan awa yesmaa,neutral
"To all Jholey and non-jholeys , this is not about wether Balen's statement is true or not ?? Its about how that statement is going to ruin our image and leverage on the international talks over border dispute . Balen / nepal ko  PM bata yetti thulo muddaa ma mukh futkera galat sandesh jaada desh ko biruddha pramaan khojney guu khaney jholey haru jasto jantaa bhako desh ley simana badhaauna ta testai ho vako simana jogauna pani sakdaina.",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"To all Jholeys and non-jholeys, this is not about whether Balen's statement is true or not?? Its about how that statement is going to ruin our image and leverage on the international talks over border dispute. Balen / nepal ko PM bata yetti thulo muddaa ma mukh futkera galat sandesh jaada desh ko biruddha pramaan khojney guu khaney jholey haru jasto jantaa bhako desh ley simana badhaauna ta testai ho vako simana jogauna pani sakdaina.",negative
संसदमा प्रधानमंत्री बालेन्द्र साहको अभिव्यक्ति भनेको ५दिएर ९५ फिर्ता ल्याउने कुटनिती हो।,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Prime Minister Balendra Shah's statement in Parliament is a strategy to bring back 95 by giving 5.,neutral
"होइन सरकारले आफै त्यस्तो बोलेको छैन भनिसकेको छ फेरि तेसलाई किन justify गरिराको, गलतलाई त गलत नै भन्नुपर्छ ।",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"No, the government has already said that it has not said that, why are you justifying it?",negative
"BALEN SARKAR IS DOING A GREAT JOB ❤🎉🎉🎉 SALUTE SALAM , NOW THERE IS A GREAT WAY TO GET ALL THE LANDS BACK TO NEPAL .",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"BALEN SARKAR IS DOING A GREAT JOB ❤🎉🎉🎉 SALUTE SALAM , NOW THERE IS A GREAT WAY TO GET ALL THE LANDS BACK TO NEPAL .",positive
"This guy could unite the nation and could be an inspiring leader, propelling growth and development. But he should govern by rules and constitution.",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"This guy could unite the nation and could be an inspiring leader, propelling growth and development. But he should govern by rules and constitution.",positive
indian agent became pm of nepal good job gen z you all got played in a scheme ran by India's R.A.W to forever keep your country on check,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,indian agent became pm of nepal good job gen z you all got played in a scheme ran by India's R.A.W to forever keep your country on check,positive
बालेन लेण्डुप दोर्जे हो म फटाह,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Balen Lendup Dorje Ho Ma Fatah,positive
"China लाई त के दोश दिनु, नेपालमै हामिले सीनो देखि चुचे नक्सा नभएकै नक्सा पढेको जस्तो लाग्छ।",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Why blame China, it seems that in Nepal we have read a map without a map from Sino to Chuche.",negative
Sai ho dai,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"You know, come on",neutral
"Tongue slip!? The guy that never spoked and then spoked for couple of minutes, that guy had a tongue slip!? You sure!? Balen is very strategic, don't confuse him with people like kp oli and sher Bahadur. No country admits that they have occupied another countrys land. By saying so, balen has grabbed the attention of the entire world. Now it's just common sense that every country in the world has occupied some lands of it's neighbors as small as the area might be. Same with Nepal, Kai katai Ali Ali jagga michike xa ra tyo firta dinu parxa. Tyo jagga lai vaninxa laharo, ra india leh micheko jagga xa paharo. So laharo tanera paharo lyaune ninja technique ho yo balen ko. Aba Nepal leh nai jagga micheko vanera suikare paxi, India yo isse Bata bhagna kaa payo ta!? Balen leh Kamila mareko suikaryo, aba India leh hatti mareko suikarnu parxa.",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Tongue slip!? The guy that never spoked and then spoked for couple of minutes, that guy had a tongue slip!? You sure!? Balen is very strategic, don't confuse him with people like kp oli and sher Bahadur. No country admits that they have occupied another countrys land. By saying so, balen has grabbed the attention of the entire world. Now it's just common sense that every country in the world has occupied some lands of it's neighbors as small as the area might be. Same with Nepal, Kai katai Ali A",negative
content,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,content,positive
"Sorry dai Suru ma k vannu vo tapai ley sadhai nepal ley India ko vumi micheko Rey Ani feri k Rey ,??",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Sorry dai Suru ma k vannu vo tapai ley sadhai nepal ley India ko vumi micheko Rey Ani feri k Rey ,??",negative
Agent Balen... activated... surprise Nepal Genz ..😂😂😂,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Agent Balen... activated... surprise Nepal Genz ..😂😂😂,positive
Madhesh ko dai vai dd baini harulai anurodh xa itta ko badla killa le hannu,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Madhesh ko dai vai dd baini harulai anurodh xa itta ko badla killa le hannu,negative
Muji indians harule t sabai thau ma kabza hane raix,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Muji indians rule t sabai thau ma kabza hane raix,negative
Border ma Barrier lagauna payo. Bridge/Trading point where necessary and in remaining location build the freakingggg wallllll,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Border ma Barrier lagauna payo. Bridge/Trading point where necessary and in remaining location build the freakingggg wallllll,neutral
we must do something India is cupturing our land,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,we must do something India is cupturing our land,negative
"Time to unite all Nepalese instead of nitpicking.  Remember we are dealing with Indian politicians, do you really think they will be honest across the table during talk, if it ever happens. They have already denied third party involvement.",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Time to unite all Nepalese instead of nitpicking.  Remember we are dealing with Indian politicians, do you really think they will be honest across the table during talk, if it ever happens. They have already denied third party involvement.",negative
Desdrohi hagendra ley hagdyo still uneducated people following him justifying from their side 🤮,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Desdrohi hagendra ley hagdyo still uneducated people following him justifying from their side 🤮,negative
Mrs Aasikha tamang lai tag garum haii,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Mrs Aasikha is really helpful,positive
Nobody questions about chinese encroachment in nepal? people are too emotionally blind in nepal it seems,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Nobody questions about chinese encroachment in nepal? people are too emotionally blind in nepal it seems,negative
Pm ko tongue slip vako nai ho,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Pm ko tongue slip vako nai ho,negative
Sayad ko kura nagarum na bro.....yahi kura aru party ko lay gareko vaya becheraw khayo vanthyo ...ahele k ko justification didai xau.......,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Bro, what kind of city did you say…that's where you started the party, you went and ate the poor people…what justification did you give to me….",negative
"conclusion of the video?
🍌",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"conclusion of the video?
🍌",neutral
"panchthar maa ta sikkime Raksi beer ni illegal tanna leyera bechera manxe haru dhani vakoo xa hai😅😅 ma tai ko hooo 
chiwavanjyang 3 ghantaa maa pughxu hedera ghar bata",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"panchthar maa ta sikkime Raksi beer ni illegal tanna leyera bechera manxe haru dhani vakoo xa hai😅😅 ma tai ko hooo 
chiwavanjyang 3 ghantaa maa pughxu hedera ghar bata",negative
An idiot leader may be good but it hurts a lot. Milking cow is bad enough  when it  kick making facture to milkmaid.,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,An idiot leader may be good but it hurts a lot. Milking cow is bad enough  when it  kick making facture to milkmaid.,negative
Ho ho Micheko ho hami aba Kaie barsa Paxi Indian citizenship pauney xau,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Ho ho Micheko ho hami aba Kaie barsa Paxi Indian citizenship pauney xau,positive
We must do something china is capturing our land,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,We must do something china is capturing our land,neutral
"Not a big mistake dear nearly before gen zs (confused generation) .. calculative , but yes you start promoting it this way may get table turned just because you wanted views thru your s**ty thumbnails .. try to read behind the lines and make some analysis that can come only thru some rock-solid suggestifying analysing discussions .. make analysis and just don't broadcast yet .. there is a popular saying ""there is nothing more stronger than the heart of a volunteer"" try to understand it",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Not a big mistake dear nearly before gen zs (confused generation) .. calculative , but yes you start promoting it this way may get table turned just because you wanted views thru your s**ty thumbnails .. try to read behind the lines and make some analysis that can come only thru some rock-solid suggestifying analysing discussions .. make analysis and just don't broadcast yet .. there is a popular saying ""there is nothing more stronger than the heart of a volunteer"" try to understand it",negative
#balenkojholey,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,#balenkojholey,neutral
# boycoTNC #jholeymedia,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,# boycoTNC #jholeymedia,neutral
Mahakali river origin is likulekh but most of the water come from Limpiyadhura,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Mahakali river origin is likulekh but most of the water comes from Limpiyadhura,neutral
"PM Balen Shah might have stated knowingly unknowingly that's a different case but the way RSP Ministers and MPs are defending what PM said is something I felt so annoying. ""Tongue Slips, has a different meaning, didn't mean to say that, go and check the video once....."" Guys, you people are equally responsible to question about the statement. But none of you reacted. Does this mean every RSP already knew what PM was going to say? If yes, then be confident on what your PM said and support him, don't give excuses on his statements. If No, then why not question? 
2/3 majority isn't a joke. PM might be right or wrong that will be proven later but isn't it a national issue that will affect millions of people? If people are questioning through social media then why not the people from the same parliament??",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"PM Balen Shah might have stated knowingly unknowingly that's a different case but the way RSP Ministers and MPs are defending what PM said is something I felt so annoying. ""Tongue Slips, has a different meaning, didn't mean to say that, go and check the video once....."" Guys, you people are equally responsible to question about the statement. But none of you reacted. Does this mean every RSP already knew what PM was going to say? If yes, then be confident on what your PM said and support him, do",negative
I think if we listen it carefully ule boleko way diff xs he is straight forward,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,I think if we listen it carefully ule boleko way diff xs he is straight forward,neutral
"Unnecessary dispute by both India and Nepal, instead of dialogue and mutual meeting, they are just creating their own mess, better fence the border with Nepal and revoke article 7 of India Nepal friendship treaty that allows nepali citizens stay anywhere in India.",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Unnecessary dispute by both India and Nepal, instead of dialogue and mutual meeting, they are just creating their own mess, better fence the border with Nepal and revoke article 7 of India Nepal friendship treaty that allows nepali citizens stay anywhere in India.",negative
"It's call strategy not a 👅  slip, only smart people understand it",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"It's call strategy not a 👅  slip, only smart people understand it",neutral
"नैतिकताको आधारमा बालेन शाहले तुरुन्त प्रधानमन्त्री पदबाट राजीनामा दिनुपर्छ। देशको सर्वोच्च पदमा बसेर यस्तो आत्मघाती अभिव्यक्ति दिनु भनेको राष्ट्रिय हितको ठाडो बेइमानी हो। काठमाडौंको मेयरको शैलीमा देश चलाउन खोज्नु घातक साबित भइरहेको छ। 

यो मुद्दामा अब सत्ता पक्ष र प्रतिपक्ष भनेर विभाजित हुने होइन। सबै राजनीतिक दल, नागरिक समाज र राष्ट्रवादी शक्तिहरू एउटै ठाउँमा उभिनुनै पर्छ। सीमा राष्ट्रघातको विषयमा कुनै सम्झौता हुन सक्दैन।",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Balen Shah should immediately resign from the post of Prime Minister on the basis of ethics. Sitting in the highest office of the country and giving such a suicidal expression is a blatant dishonesty of the national interest. Trying to run the country in the style of the mayor of Kathmandu is proving fatal. 

This issue will no longer be divided into power and opposition. All political parties, civil society and nationalist forces must stand together. There can be no agreement on the issue of border treason.",negative
"I dont understand how its going to affect the negotiation power, its not like balen has tell us some secrets, i guess indian government already knows it all, its just now large group of people know which is fine we should know.",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"I dont understand how its going to affect the negotiation power, its not like balen has tell us some secrets, i guess indian government already knows it all, its just now large group of people know which is fine we should know.",negative
"It's fair to ask for Brits to review and also ask India to see through resolving border disputes all amicably. I don't see why media has to make it sensational click bait news.  This may even take us years but land exchange may happen, compromise here and there but at the end the resolve and national integrity is a must. What Balen said was right, make it a fair affair.",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"It's fair to ask for Brits to review and also ask India to see through resolving border disputes all amicably. I don't see why media has to make it sensational click bait news.  This may even take us years but land exchange may happen, compromise here and there but at the end the resolve and national integrity is a must. What Balen said was right, make it a fair affair.",negative
Nepal’s one and only unbiased content creator THE NEPALI COMMENT 🙏,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Nepal’s one and only unbiased content creator THE NEPALI COMMENT 🙏,positive
Balen sah Said correct nepal also encroached some area of india,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Balen sah Said correct nepal also encroached some area of india,negative
Thukka Dalal @The Nepali Comment and Balen's Paid Jholeharu......:face-turquoise-covering-eyes: Shame on you puppets...,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Thukka Dalal @The Nepali Comment and Balen's Paid Jholeharu......:face-turquoise-covering-eyes: Shame on you puppets...,negative
"That kind of rash statement you can observe,
when inexperience person handling experienced person job profile.",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"That kind of rash statement you can observe,
when inexperience person handling experienced person job profile.",negative
"aw..mula India ley chai michos🤣🤣🤣 mula... balen is playing politics with Nepali..he don't want his career to be ruined..now he brought this agenda because to negotiate for long run politics career.. he is very dangerous to Nepal.. beware of Indian dog.. he will sell Nepal delicate matters for his 
 political career..",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"aw..mula India ley chai michos🤣🤣🤣 mula... balen is playing politics with Nepali..he don't want his career to be ruined..now he brought this agenda because to negotiate for long run politics career.. he is very dangerous to Nepal.. beware of Indian dog.. he will sell Nepal delicate matters for his 
 political career..",negative
0:13 sec ma mistake vako xa . i think you should correct it on the time,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,0:13 sec ma mistake vako xa . i think you should correct it on the time,neutral
Balen ko dimag...aba parliament ma Halla grna lai topic diyeko ho... teti bela samma balen ko yojana arkaii xah...usle dherai Kam skxa tetin Jel samma parliament janu prena idea bbl ho but point wrong tah liyeko ho balen le aba kehi yojana navako vye kina boltheyo rah...😅,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Balen ko dimag...aba parliament ma Halla grna lai topic diyeko ho... teti bela samma balen ko yojana arkaii xah...usle dherai Kam skxa tetin Jel samma parliament janu prena idea bbl ho but point wrong tah liyeko ho balen le aba kehi yojana navako vye kina boltheyo rah...😅,neutral
"Baafrey Nepal ta almost India huna maatra baaki raixa,sakkina aatisakeko raixa ,,,k ho para yo dhoti haruko",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Baafrey Nepal ta almost India huna maatra baaki raixa,sakkina aatisakeko raixa,,,k ho para yo dhoti haruko",negative
Then your not smart🚬🥃,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Then your not smart🚬🥃,negative
India already said no third party,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,India already said no third party,neutral
"Is he equating isolated border encroachments by local residents with a state officially claiming territory through maps, administrative actions, or security deployment? Those are fundamentally different situations. A head of government must be precise with words, especially when speaking in Parliament on sensitive issues involving sovereignty and territorial disputes. Ambiguous statements on territorial disputes can weaken a country's diplomatic position and create unnecessary confusion during negotiations. The Prime Minister should clearly explain what he meant rather than leaving people to speculate. On matters of national sovereignty, clarity is not optional.
And people need to stop defending every statement simply because it comes from the Prime Minister. Supporting a leader does not mean abandoning critical thinking. When a leader makes a mistake, it should be acknowledged and addressed. No elected official is above accountability, and no individual is above the nation itself.",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Is he equating isolated border encroachments by local residents with a state officially claiming territory through maps, administrative actions, or security deployment? Those are fundamentally different situations. A head of government must be precise with words, especially when speaking in Parliament on sensitive issues involving sovereignty and territorial disputes. Ambiguous statements on territorial disputes can weaken a country's diplomatic position and create unnecessary confusion during n",negative
india sanga border dispute milauna jaruri xa. ma chai yesto gawar veda haru side lina chahanna😂lipulek india lai dida hunxa. dubai des lai faida khas gari lipulek basi lai.,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,india sanga border dispute milauna jaruri xa. ma chai yesto gawar veda haru side lina chahanna😂lipulek india lai dida hunxa. dubai des lai faida khas gari lipulek basi lai.,negative
Kati bokchas Muji balen ko media  nepali feri baulako din ta Muji haru pani bhagabhag huncha herdai gar.,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Cut the book to Muji Balen, media nepali feri baulako day, Muji Haru pani bhagabhag huncha herdai gar.",negative
"Typing the hate of india 🤬😡🇮🇳🤡
👇🏻",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Typing the hate of india 🤬😡🇮🇳🤡
👇🏻",negative
0:13 sadhai Nepal le India ko bhui micheko Cha vanera suneko hamile? Tongue slip ta hajur haru ko vako raixa ni ta.,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,0:13 Sadhai Nepal le India ko bhui micheko Cha vanera suneko pregnant? Tongue slip is not present in your mouth.,negative
Khola vana na nadi ray😂😂,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Khola vana na nadi ray😂😂,neutral
Koro garera milaunu parxa,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Koro garera milaunu parxa,negative
Balen le je garx ramro garz mlai Biswas xa best of luck and proud of our country and pm balen❤❤❤❤love,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Balen le je garx ramro garz mlai Biswas xa best of luck and proud of our country and pm balen❤❤❤❤love,positive
Milnu parxa ani thik hunxa jasto lagxa malai,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Milnu parxa ani thik hunxa jasto lagxa malai,negative
Positive vs negative after that ................ results.,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Positive vs negative after that ................ results.,neutral
0:12 your tongue slipped😂,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,0:12 your tongue slipped😂,negative
Tw chai balen ko geda raixas akpatti ko thaa vayo,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Tw tea balen cut into pieces,negative
Haha machikney bahun asti samma tw bolinas vanisa tw jailey hamro michyo matra bhanis ani ailey balen le j vanda ni support gardai aauxas alik sajak patrakarita gar,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Haha machikney bahun asti samma tw bolinas vanisa tw jailey hamro michyo matra bhanis ani ailey balen le j vanda ni support gardai aauxas alik sajak patrakarita gar,negative
"Vanna chaheko chai kasle vano,tyesko pani spastikaran dinu paro..PM vayera j payo tei bolne ho",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Vanna chaheko chai kasle vano,tyesko pani spastikaran dinu paro..PM vayera j payo tei bolne ho",negative
"Please make videos on most chaotic parliament situations till now and why did it happen
P.S. from 1st constituent assembly to present",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Please make videos on most chaotic parliament situations till now and why did it happen
P.S. from 1st constituent assembly to present",negative
to think china le nepal ko road milayo and then india ko sabai construction le nepal lai matra duba ko cha. its shameful,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,to think that China took the road to Nepal and then India took construction work to Nepal and then drove it to Nepal. its shameful,negative
"blunder jasto layena. yo kura le naya border ko lagi soch create garxa jasto Egyptians le flood paxi uniharu ko land distribution ko lagi naya measurement le bateko, tesari nepal le ni aba area define garnu paryo taki india nepal border dispute siddos",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"blunder just layena. Yo kura le new border ko lagi soch create garxa just like Egyptians le flood paxi uniharu ko lagi land distribution ko lagi new measurement le aceto, tesari nepal le ni aba area define garnu paryo taki india nepal border dispute siddos",negative
"Balen if so foolish, he doesn't know what to speak in the Parliament.",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Balen if so foolish, he doesn't know what to speak in the Parliament.",negative
"To solve the issue of border disputes between Neighboring countries, it is necessary to ensure the mistakes made by both countries with friendly relations. It should accept fairly the mistake done by both countries side.
This is the right way to resolve disputes between Nepal and India.So PM Balen is not doing mistake . Why people are unnecessarily trying to make wrong Balen ?",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"To solve the issue of border disputes between Neighboring countries, it is necessary to ensure the mistakes made by both countries with friendly relations. It should accept fairly the mistake done by both countries side.
This is the right way to resolve disputes between Nepal and India.So PM Balen is not doing mistake . Why people are unnecessarily trying to make wrong Balen ?",negative
"BHARATOYE BISTARBAD SOCH KO ANTE GARNA EUTAI UPAYA SENA TAINAT GARNU BORDER MA,SIMA BIBAD SULTYAWUNU PARCHA.",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"BHARATOYE BISTARBAD SOCH KO ANTE GARNA EUTAI UPAYA SENA TAINAT GARNU BORDER MA,SIMA BIBAD SULTYAWUNU PARCHA.",negative
Yanira Ali mistake vayo balen baata,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Yanira Ali mistake vayo balen baata,negative
Balen dheraii support garis muji,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Balen dherai support line praise,positive
what is wrong with India always trying to take everything Nepal has and this balen talen,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,what is wrong with India always trying to take everything Nepal has and this balen talen,negative
"Balenn ko mistake hainna, advisors ko galti.",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"It is Ballen's mistake, the advisors' mistake.",negative
Khutta tanne kaam bhairah xa yeha . yo thulo kurah nabanam aba . J bhayeni herdei jam.,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,I don't care what kind of hair I have here. Yo thulo kurah nabanam aba. J bhayeni herdei jam.,positive
India ley aafnu bhumi michnu dinxa vnney sochnu nai deshbhakti ho hai …. Dhotiley 1 inch jhagga xodxa jsto lagxa….      Nepal ley michnu arey… tho it…!!!?,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,India ley aafnu bhumi michnu dinxa vnney sochnu nai deshbhakti ho hai …. Dhotiley 1 inch jhagga xodxa jsto lagxa….      Nepal ley michnu arey… tho it…!!!?,negative
"बालेनले 'नेपालले पनि भारतको जमिन मिचेकोरैछ' भन्नु, Internationally and diplomatically speaking,  unwilling and cunning India is now dragged for a table talk with Nepal in the presence and witness of Great Britain (which colonized India until 1947) for leaving  illegally occupied sovereign territory of Nepal, Kalapani, Lipulekh,  Limpiyadhura by India since 1962 China-India war. With this,  Nepal's claim now also includes Greater Nepal up to Tista in the east and Kangada in the west.",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"बालेनले 'नेपालले पनि भारतको जमिन मिचेकोरैछ' भन्नु, Internationally and diplomatically speaking,  unwilling and cunning India is now dragged for a table talk with Nepal in the presence and witness of Great Britain (which colonized India until 1947) for leaving  illegally occupied sovereign territory of Nepal, Kalapani, Lipulekh,  Limpiyadhura by India since 1962 China-India war. With this,  Nepal's claim now also includes Greater Nepal up to Tista in the east and Kangada in the west.",negative
He will suppress kp oli 🙏,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,He will suppress kp oli 🙏,neutral
Balen should watch this video to save his time to research on this topic ❤,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Balen should watch this video to save his time to research on this topic ❤,positive
Guyzz please try to understand balne lay hamro sold bhako land Lina khojako ho ❤,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Guyzz please try to understand why we sold bhako land Lina Khojako ho ❤,positive
Rap hane manxe rap han desh ma attack na han,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Rap hane manxe rap han desh ma attack na han,negative
Lado ko rup ma Miche ko xa sala Sachi Kai ganja kha ko ho mugi le,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"In the form of a boy, what kind of ganja did you eat?",neutral
