comment,channel,video_url
"ठूला देशहरूले विभिन्न उपाय र धेरै पात्रहरूलाई उपयोग गरेर वरपरका क्षेत्र र देशहरू नियन्त्रणमा लिन्छन् । लेण्डुप दोर्जेको उपयोग गरेर सिकिम्मलाई भारतले नियन्त्रणमा लियो । त्यसै गरि वि पिको सहायतामा नेपाल पनि लिने कोशिश गर्यो । राज महेन्द्रले उक्त कुरा बुझेर त्यसो हुन दिएनन् । पछि मिसन पूरा गर्न नसकेकोले वि पिलाई भारतले लखेट्यो र उनी मेलमिलापको नाममा राजासँग ( बिरेन्द्र ) आत्मसमर्पण गरे । अब  उक्त कममा नयाँ पात्र खोजिएको देखिन्छ । अहिले महेन्द्र छैनन् , सबैकुरा जनताको हातमा छ ।",TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
"नायक र नालायकमा जसरि फरक छ, त्यसैगरी भोगचलन र मिचेको भन्ने शब्दमा फरक छ, लिम्पियाधुरा, कालापानी र लिपुलेक भारतले मिचेको जसरि नेपालले भारतको कुन चाही जमिन मिचेको छ ? प्रमाण देउ या क्षमायाचना गर, नत्र राष्ट्रघातीको त्याग भिड ... 😢",TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Balen Le vaneko nai tehi ho,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
❤❤❤❤,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
राम्रो clear सङग बुझाई दिनु भयो टन्क सर ।।। 🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵✅,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
👏🇳🇵,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Yo kura chai Harka sampang lai chai tha chaina Raicha…..Harka sampang lai yo video patai dinu paryou…….Pagal bhai sakyou Harka sampang .,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
जय नेपाल 🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Universal truth aanai parcha,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
🇳🇵टंक जी 🇳🇵 (🧐📖🔍💻Analyster Person) 🫡🫡🫡🫡🫡,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
"East or West, Harka is waste 😂",TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
बिदेशिलाइ खुशि पार्न  आफ्नो कुर्सि दरो बनाउनको लागि रास्ट्रघात गर्ने दुस्प्रयास   कदापि  स्विकार्य छैन ।।  रास्ट्रघाति सेना रास्ट्रघाति नेता अनि देशको शक्ति बिदेशिको हातमा दिएर खोक्रो नाराले रमाएका नेपालिहरु आफ्नो अस्तित्व सकिदै गर्दा रमाइरहेका छन ।। एउटै मन परेको नेताले दिएको रास्ट्रघाति अभिबक्ति समेत लाइ वाह वाह गरि देशबिरुद्द लाग्ने कुपात्र हरुलाइ श्री पशुपति नाथले भस्म पारुन ।।देशको कल्याण गरुन ।।,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
लुसिफर बालेनको कुनै काम छैन,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Yo video harka samma puryaidim feri Aile tanka dai lai pani rsp funded vanxan 😂,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
"टंक सर धन्यवाद 🙏, तपाईं बाट जे जस्ता प्रस्तुति आउछन् सबैनै 100% सहि र सत्य  हुन्छ, धन्यवाद , आगामी दिनहरुमा यसरीनै समय सान्दर्भिक कुराहरु बाट हामी नेपाली लाई र नेता भनाउदा हरुलाई झक्झकाई रहौनु होला 🙏",TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
"Yo videoma subtitle halera, indiama ni push garnuparcha.. So that they know",TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Jay nepal 🇳🇵,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
jaya hos Tanka sir ati ramro yatharth ghaitama gham lagne  byakhya,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
हजुरलाई धेरै धेरै सबै कुरा जानकारी गरएको म,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
"बालेनले भनेको कुरालाई खन्डन गर्ने, होइन भन्ने यो कस्तो खालको पत्रकार हो ? यसलाई बहिष्कार गरौं ।",TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
एकदम सही भन्नुभयो सर,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Ho balen li Gali gar Jo sukai la tyo samsad KO Kura KO lagi .Tara ek choti sabai le socham Tara yetro 35 Barsa sasan garne la kina rokna sakena🙏🙏🙏,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
❤❤❤❤❤,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Thanku,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
अब बालेन सरकारले राजिनामा दिनुपर्छ नत्र देश सकिन्छ ।,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Balen mula k herera baseko hola,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Amale mawobadi kangress Ka khate haru 😂😂😂😂,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
"घण्टे गेङ र खराने गेङको घरमा आगो लगा न सडकमा आगो वेस्ट गर्नु भन्दा,",SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
Testa læ thoknu parsa,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
KO khate haru hun feri,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
Balen sarkar murdabad 😡,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
Is mamle mein KP Oli ji theek hai 😂😂😂,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
Moh ni audei chu 😅 hold on,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
देशमा भाइरसहरु सलबलाउन थाले छन । अब सरकारले कडा कितनाशक औसधि छर्नु पर्ने भयो ।,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
"ढाड भाँच्नुस,भाराका टट्टुहरलाई",SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
कति दिन दबाउन सकिन्छ जनता को आवाज,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
काम नपाएर मार खान आको थिए दह्रो खाएर गए 😂😂,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
ढाल फुटेर झुक्यिएर  आमाको गर्भमा बसेका हरु 😡😡😡,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
Kp ko bachcharu 1 darjan jasto raixan😅,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
Yo pashuharulai khorma halnu parx gadhaharu,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
garcha 21% le❤,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
Yasto janta mara Bajet chahidain 😢😢,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
फेरि ढाड निको भयछ झोले हरू को,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
Balen.sir.pm.jindabad.,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
Tero bau haru le desh bheda teti kher pani virodh garenas aaj ball naito ma gham jhulkiyo,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
Sikayekai iniharu le ho ani,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
😂😂🕵️🕵️,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
Balen sardar jindabbad,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
Balen ji dabad,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
"लोकतन्त्रको चरम दुरुपयोग । कोले उचाल्छ ,  सबैको जय होस्।",SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
यस्तो पारा ले हाम्रो देश को मुहार कहिले पनि नफेरिने भयो,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
शबलाई ठाेक शाला लुटेराका भराैटेहरु लाई,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
महाकाली बेच्ने पार्टीका भातृ संगठनका हरु रहेछन् ।,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
aaagjaani huhaallla gaarne aarajak jaathhha lai nepal praahari le sarbajanik mudda thokera khorma jaaakna jaaaruri vaaisakyo...,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
मार्ला पुलिसले ! अहिले जति चिच्याएपनि यिनिहरुले सुन्नेवाला छैनन् !!!,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
"35 barsha samma deshma loot tantra ra vrastachar machhauna ra sattama sattaseen bhairahana rastraghati, deshdrohi, vrastachari, maphiya, lootera ra bideshi pyada netaharu ra party harule BHARATKO JI HAJURI CHAKADI BAJAUDAIE DESHKA NADI NALAHARU BHARATLAIE TAKKRAYERA RASTRAGHATI RA DESHDROHI karya leepta kupatraharuka rastreeyata, shwabheeman, naieteekta ra siddhanta mareeshakeka daash manastheetika jhole khetala karyakartaharu BALLEN SARKAR KO beerodh garne LAZKA PASHAROHARU DESH RA JANTAKA LAGEE ABHEESHAP HOON.",SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
डण्ठेको ज्याजती भो,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
Kohi marnu hudain 6-7 laththi hane pugxa,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
Good job 👍,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk
"Border issues are always serious, no matter which countries are involved.

In Parliament today, PM Balen spoke about cases where Nepal may have occupied Indian land. Following his statement, the Ministry of Foreign Affairs (MOFA) released a clarification saying the issue mainly relates to the Das Gaja area and cross-border occupation.
(https://mofa.gov.np/content/1818/foreign-affairs-spokesperson-s-response-to-the-questions/)

The statement also mentions the Fixed Boundary Principle, which is exactly what we discussed in this video. In some places, rivers that form the border have changed their course over time, but the official border between the two countries remains fixed, creating disputes and confusion on both sides.

Three years ago, we made a detailed video explaining all major border disputes between Nepal and India. Since the current discussion is about Nepal potentially occupying Indian land, we felt it was important to revisit the topic with fresh context.

The main section of this video comes from our original report, but we've added new information in the introduction and ending to better explain the latest developments.

Border issues should be resolved through dialogue and diplomacy, and hopefully both countries can continue working toward a peaceful solution. What do you think of PM Balen's Statement?",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Jay 🙏🇳🇵,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Government should do some development project in gokarna maiti Nepal Chowk near gokanesshwor temple,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
👎️👎️👎️,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Balen should really choose his words carefully,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Balen jholey,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Jholey,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
"god-forsaken balen shah is highly immature, totally inexperienced, and his govt. will fall very soon FOR SURE. . .",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Yah mujhe rapper hamla Bani thorai rahata hun yah mujhe rapper Ke badle drawing Nepal live chikni thoda sa bhumika lagi Lotus India bhitra pani ke Nepal ka aadha Abadi live India Nepali rakhe Katha ketosis India live pe,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Man Pani volume Mera bhav Surya mein base Ho Surya mein bus stand Sunil original aayo Bane Chhetri 52 Magar in Safai Tere khae chhe de rahe Chhetri 52 Magar dawai kahan mile Baba Hyundai Ne stop Prayag Nepal bhitra ki na ki awaaz Nepali Mitra,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
To kyon mujhe Guru Guru natak karo ki man nikale paschim wala chikni Oru Ami Basi Basera Talwar chale ration-videsh Bata Innova support ka nahin de rahe Jaan mopani Nepali,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Pkp Holi ka Nepali khana balance sale Moto khana khoji khana,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Dekha Nepal India ko Bhumi niche ka Chhaya India ne Nepal ko niche pahuncha ki Reshma hum Nepali India mein humra jagah Nepal live Aisa mujhe balance katiyam jankari Johnson Yojana ki 1 din Ko Nayak Banega Nepal mamla karne jaati timli app nikaalo Lado nikaalo Tesla hamla ke matlab China online Nepal wali bus,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Image of lion sound loda song Nepal live chikni wale kya Dena duba Mani chhane palai lekar Rakha 2017 yah Balan pani ke bal I just a😊 I just the balance,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
I hate this channel from this moment .He is literally finding imaginative evidence against the country.,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
"India le bistarai bistarai dherai thsuthsu lagisakyo.100 barsa ma adha nepal khancha 😢nepal is in danger .thulo desh vanera politics gardai bhai bhai vandai lutirako cha,ajkal ghar cheu ma dhoti dhoti dekhchu 😢😢yestai ho vani indian le chadai captured garcha.please save our Nepal 🙏",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
nepal ma sabai aaye desh lutye gaye tetro jamin india le leko xa hami feri bhai chara bhutro tehi bhayera desh ma raja chainxa bhaneko ho,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
India jati ko chutiya country world mai chaina nepal ko  almost sabai jaga haru lai capture gareko cha kunai nepal katro dekhinthiyo ahile hera ta katro sano dekhincha feri government pani testai aalughoptey cha kehi garna ni sakdaina,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
"India has encroached all the boarder of its neighbouring countries, everytime Nepal did somethung it has found its ways to weaken our people and  economy. The closure of boraders, the encroachment of borders , manipulation of import and export prices all says it all. The Indian government is not  friend. Never was. Never will. Its a facade.",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
randiko xora balen dhoti gajedi tyapey taile garda nepal nae aba india ley laney vayo talai 1000 juni samma pida vognu paros tero 7 pusta lai kaile ramro nahos ta sala gajedi lae janta ley tetro biswas garera jitayera pm banako india ko gulam noker banna hoina ta naya lendup dorje hos dhoti balen.,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
dai dherai natak bhayo he has not sell country please try to understand,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
@BidhanBashyal-o4obro try to understand while negotiating in table talk his words will drag nepal back,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
"प्रधानमन्त्री चिप्लिनुभन्दा पनि अब त्यसलाई पुष्टि गर्न भारतमात्रै होइन, हाम्रै नेपालीहरू पनि कम्मर कसेर लाग्ने डर ठूलो छ ! 
लाखौँ नेपालीले भारतीय पत्रपत्रिकामा गरिएका दाबी र समाचार शेयर गर्दै नेपालले भारतको सीमा मिचेको कुरा सत्य हो भन्ने साबित गर्ने सम्भावना छ । जति ठूलो स्वर, त्यति ठूलो सत्य बन्छ । प्रधानमन्त्रीलाई सही साबित गर्ने होडमा अर्को गल्ती नगरौँ !

सत्य के हो भने प्रधानमन्त्रीबाट सार्वभौम सदनमा दर्ज भएको त्यो स्वीकारोक्ति कूटनैतिक दृष्टिले एकदम अपरिपक्व र घातक छ । कुनै दबाबबिना स्व:स्फुर्त रूपले भारतको सीमा मिचेको नेपालले स्वीकार गरेको छ । जबकि यत्रतत्र भारतबाट मिचिएको सीमाबारे भारतले सधैँ अस्वीकार गर्दै आएको छ ।

सीमाविवाद हुनु, मिचिनु, अतिक्रमित हुनु एउटा कुरा हो । औपचारिक रूपले स्वीकार गर्नु फरक कुरा हो । त्यो पनि भारतले समेत सार्वजनिक दाबी गर्न नसकेको विषयमा हामीले नै यत्तिकै स्वीकार गर्नु कस्तो होला ! 

हो खुला सीमामा नागरिक स्तरमा समेत केही भूमि दुबै तर्फबाट अतिक्रमित भएका होलान् ! केही गज या केही बिगाहा त्यो जमीन 'देशले मिचेको' होइन । तर कालापानीजस्ता क्षेत्र नागरिक स्तरको अतिक्रमण होइन, भारतले नै मिचेको हो ! नागरिक अतिक्रमण र राजनैतिक अतिक्रमण फरक कुरा हुन् । 

नागरिक स्तरमा मिचिएको सीमा द्विपक्षीय समितिहरूले सुधार गर्दै आएका पनि छन् ! कैयौँ सीमास्तम्भ हेरफेर या नवीकरण भएको छ । कैयौँ स्थानीय सीमाविवाद हल भइसकेका छन् । तर नेपालको मुख्य समस्या राजनैतिक तहकै अतिक्रमण हो । 

अब अन्तर्राष्ट्रिय नजरमा के देखिने भयो भने, नेपालको सीमा मिचिएको कुरा दाबीमात्रै हो ! तर नेपालले सीमा मिचेको चाहिँ सत्य हो ! अझ नक्सा नै बढाएर उपभोग नै नगरेको भूमिसमेत मिचेको दाबी भारतले सजिलै गर्न पाउने देखियो । 

यो गल्तीलाई स्वीकार गरौँ । यसलाई सत्य साबित गर्न नलागौँ । डोनाल्ड ट्रम्प शक्तिशाली देशका राष्ट्रपति हुन् । उनको अत्यन्त गैरजिम्मेबार र शून्य-कूटनैतिक भाषा पनि पाच्य हुन्छ तर हामी त्यो ठाउँमा छैनौँ । हामी अत्यन्त सावधान र सचेत भएर बोल्न र चल्न पर्छ । 

सीमामुद्दाहरू संसदबाट हल भएका इतिहास नगण्य छन् । अझ त्यसलाई नागरिक बहसको विषय बनाएर कहिल्यै हल निस्किन्न ! यो द्विपक्षीय या आवश्यकता अनुसार अन्तर्राष्ट्रिय कूटनीति र सघन संवादबाटै हल हुने हो । द्विपक्षीय सम्बन्ध बिगारेर होइन, सुधारेरमात्रै यस्तो समस्या हल हुन्छ । सरकारले यस विषयमा संवेदनशील भएर, विज्ञहरूको राय र सहयोग लिएर अघि बढ्न जरूरी हुन्छ । विपक्षीहरूले पनि यसलाई राजनैतिक हल्ला नबनाई सरकारलाई सिर्जनात्मक सहयोग गर्नु आवश्यक हुन्छ । यत्रो वर्ष हल नभएको मुद्दा नयाँ सरकार आउनेबित्तिकै दुई महिनामैँ जबाफ खोज्नु पनि एउटा गल्ती हो । चुच्चे नक्सा पनि आफैमा समाधान थिएन । त्यसलाई सीमामैँ लागू गर्नु समाधान हो, जुन कुरा सजिलो नभएकैले तीनवटै दलले गर्न नसकेको सत्य हो । 

यो बदनियतवश आएको अभिव्यक्ति पक्कै होइन ! मानवीय गल्ती र अपरिपक्वताको परिणाम हो यो । मान्छेबाट गल्ती हुन्छ । प्रम पनि मान्छे नै हुन् । सरकारले नै यसलाई कूटनैतिक व्याख्या र अवतरण गरोस् । ड्यामेज कन्ट्रोलको उपाय गरोस् । प्रधानमन्त्रीले गल्ती स्वीकार गरेर यो हल्लालाई शान्त गर्ने प्रयास गरून् । प्रतिपक्षीले पनि यस्तो संवेदनशील मुद्दामा राजनीति गर्नुभन्दा समाधान र सेफल्याण्डिंग के हो त्यो विचार गरोस् । जति चर्को वादविवाद र बहस हुन्छ, त्यति नै ड्यामेज हुन्छ । यो राजनैतिक जीतहारको विषय होइन ।",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
राज्य नेता र रेपर म फरक देखनु भ‌यो। यस्तै रेपर को दु:ख युक्रेन भोगिरहे छ।,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
"Let's Try thinking about this statement in a different perspective 
Balen made silence before yesterday 
And suddenly he came to give answers in parliament 
And at same time a opposition party asked a perfect question that a opposition party should ask
Then balen gave this statement 
And soon tomorrow rabi lamechane will be at India 
I also listened this statement multiple times, recalled recent actions and visited some news and opinions and I came to this conclusion",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
"India is a hypocrite country who wants to gain the Pakistan Occupied Kashmir (POK) and Line of Control (LOC) which are in Pakistan and China control, but don't want to return Nepal's sovereign parts which it is controlling.",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
​ @great_nepal12 Nepali ley India lai chineykai xaina 😂 herda hasuthx hola India dheykheyra but man Ailey world lai chalaudaix hamro 2 neighbours ley😅,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
"No matter if nepal  has taken india""s part  we should support  for  truth . We nepali belong from the country where gautam buddha was born . and if balen has speak in that topic than there must be a reason ,he is not a stupid mane he is well educated  person not like opposition party members who Behave like monkey    in parliament of nepal",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Gaslighting diplomacy bro,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
"तेरा बाउहरूले ३५ वर्ष भनेर के नापे? भारतले औकात देखाइदियो। अनि लडेर ल्याउँछु सोचेको छस् भने भारतले चाक हानिदिन्छ। उफ्रेर खोक्रो राष्ट्रवाद नगर, गधा। राम्ररी रिसर्च गर, बुझ। यो प्रधानमन्त्रीको कूटनीतिक रणनीति हो। अब तीनवटा राष्ट्रको टेबल टक हुन्छ। एक दिन लिपुलेक फिर्ता आउँछ अनि बुझ्छस् तिमीहरू जंगलीहरूले।
तिमीहरूलाई भारत पनि नेपालमा पर्छ vannuparxa, अनि “ओहो, कत्रो देशभक्ति!” भन्छौ, होइन त? देशभक्ति भनेको आफ्नो भूमि जसरी पनि फिर्ता ल्याउने र अरूको भूमि नमिच्ने हो।

नेपाल र भारतबीच पहिलेदेखि नै दसगजामा सीमासम्बन्धी विवाद छ, गँवार। प्रधानमन्त्रीले भोगाधिकारको कुरा गर्नुभएको हो। साँचो देशभक्ति त हाम्रो नेता बालेन हुन्। तिमी दलाल कम्युनिस्ट र कांग्रेसका मानिसहरू त जंगली र भ्रष्ट नै हौ।
गएर कान्तिपुरका पुराना समाचार हेर। त्यहाँ प्रधानमन्त्रीले भनेको कुरा स्पष्ट रूपमा लेखिएको छ। एक पटक ChatGPT वा Google मा खोज, नक्सा हेर, थाहा पाउँछस्।",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Muji jholey defend garna ayo,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Same content kena halya fayree 😂,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
K YouTube chalako baleko guu khanu,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
"If u dare to invade India you filthy cowpalis 🇳🇵, having cow as your national animal will be beefed up. Slumic country and its citizens. Check in internet, Nepal or Cowpal has lowest IQ. Instead of brain you have shit in head 🧠💩",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
"Sidha vondea na pura india keno ,pura asia e nepal ho",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Aani Daii balen le yo vandaii garda dutaii desh map ma baserw kura garnu parxah sathaii sano tach dine kura pani vaneka xahn ki bts India ko palai dekhi map ko aadhayan garne kura pani vaneka xahn yo bare ma ni video banau paro hamle k garda sahi hunxah aahile 😊,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
"World ko 4th powerfull country like India 😅 always weak nation have to suffer lol no diplomacy straight forward  x Kura they take what they want. Kati Jana international law x vanx hahahaha Testo international law saw KO dajeya udaux if the country is Powerful enough. And main point malai over hasuthx people are calling it's strategic plans Lauda ko strategic mulang baag sanga biralo let
 Jati fight gareyne jeet baag ko hunx sorry to say we are biralo here so dheyrai yo to ya Tu nagarda hunx India ley Paila na rajalai na Rana lai na jantalai nai xadxan 😂",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
"why not just merge with india, both are hindu nation",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
​ @A-px7ko what will call the country na InPal 😂,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Big no you cannot judge by its cover,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Make a video of Deepak bhatta case,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
That is exactly why Britain must be involved in resolving the border issue because Nepal and British East India made a Treaty called Sughauli Treaty signed by the representatives of both the countries in 1816. Nepalese local traders used footpath from Kalapani to Limpiadhura then through it to Tibet to exchange trade between Nepal and Tibet.This  footpath route was used by local Nepalese since time immemorial for trade with Tibet. Independent India later after 1962 defeat in war with China Nepal permitted India to place TEMPORARY ARMY BORDER SECURITY POST at KALAPANI.,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Balen sir kina hoo yesto,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Bro u should do deep voice workout,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
La #Mr_Balen hamro bhumi firta garera border ma parkhal lagaunu hola.. yesima nepalko vhalo dekhe.. natra ta yehi parale tarai area sab dhotile sakxa..,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
🎉🎉🎉,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Yo Nepal nepali ko hune xain Indian ko hune x aaune dinma kin bhane ahile nepalgunj ma ek damai Indian ko population bareko x yadi Nepal sarkar le ramro khalko border halne bhane ek din Nepal nai rahadain ani nepali ni rahadain aru desh Kati agadi x hamro Nepallai indiale bistarai lidai x yeni indians harulai India pathaunu parx sarkarle natra paxi Nepal ko lagi ladhne Nepal ma nepali nai rahadain paxi herdai garnu balen lai vote lane adha nepali ra adha indian hon nepali le aphno khutta ma aphai hane ko x,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Jantale michnura rajyale hadapnu farak ho varatle sima pillar manlagdi sarera Nepali vuvag michekoxa,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Nepal is a Gurkha land not madhesi dhoti land. Wake up Nepali ho. Dwpoet hannu larxa sab dhoti madhesi bihari lai.,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Indians love claiming something that is not theirs.,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
No tongue slip it's a heart talking ❤️,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Royi beti ko sambandha bhanxan ghanta kehi haina yo india hamro dushman ho,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
यो बालेन् द्वारा साँच्चैकै धेरै ठूलो गल्ती भएको हो।,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
"Greater Bangladesh Zindabad, greater Nepal Zindabad",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
Randi ko chora dhoti bhaiya balen. Yesko aama lai Modi le chikera janmako najayaaz chora ho yoo muji dhoti Modi ko.. raadi ko baan ko nidhaar ma goli thoknu parne ho randi ko chora moreko sunna paaam chikne laado chuss machikne dhoti balen,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
"Not opposing just spreading awareness(needed to clarify for jay ghanti gang)
Maybe balen did this intentionally trying to build a narrative so that he may exchange some Nepal land of Indian interest to trade off with smth of personal interest as this has been seen in Nepali politics before this could possibly explain the overwhelming welcome of rabi in india with respect to his time of visit or maybe not",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
प्रधानमन्त्रीजस्तो मान्छेले जे पायो त्यही बोल्या छ। थइट 😡,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ
